male,race_ethnicity,frpl,iep,ell,ever_alternative,ap_ever_take_class,math_ss,read_ss,pct_days_absent,gpa,scale_score_11_eng,scale_score_11_math,scale_score_11_read,scale_score_11_comp,hs_diploma
no,White,no,no,no,no,no,48.0,73.0,3.8561254,3.8775001,25.0,19.0,27.0,22.0,1
yes,White,no,no,no,no,no,50.0,41.0,6.4522896,2.7712002,23.0,18.0,21.0,21.0,1
no,Multiple/Native American,no,no,no,no,no,52.0,59.0,1.4507247,3.3895998,19.0,16.0,23.0,19.0,1
yes,White,yes,no,no,no,no,80.0,74.0,10.163498,3.0569201,27.0,23.0,27.0,24.0,1
yes,White,yes,no,no,no,no,,,3.5342464,2.118,16.0,17.0,20.0,18.0,1
no,African-American,no,no,no,no,no,49.0,61.0,6.666667,3.64375,19.0,19.0,21.0,19.0,1
yes,White,yes,yes,no,yes,no,12.0,31.0,8.8262711,2.1195002,10.0,14.0,13.0,12.0,1
yes,Asian/Pacific Islander,no,no,no,no,yes,41.0,48.0,4.8968925,2.3695002,16.0,18.0,13.0,17.0,1
yes,White,yes,yes,no,yes,no,59.0,65.0,6.7551928,2.1285,11.0,14.0,15.0,14.0,1
yes,African-American,yes,yes,no,no,no,0.0,5.0,48.077179,0.53580004,,,,,0
yes,African-American,yes,no,no,yes,no,,,8.3116665,1.3077,,,,,0
yes,White,no,no,no,no,no,22.0,31.0,5.3154173,3.2586668,14.0,18.0,20.0,17.0,1
no,African-American,yes,no,no,no,no,39.0,41.0,1.5585715,2.7621498,14.0,27.0,10.0,18.0,1
no,White,no,no,no,yes,no,64.0,67.0,0.66571426,3.8724999,24.0,21.0,26.0,24.0,1
yes,African-American,yes,no,no,no,no,27.0,57.0,11.414669,2.3573,22.0,24.0,23.0,22.0,1
yes,White,yes,no,no,yes,no,31.0,46.0,2.426724,3.5474999,20.0,16.0,20.0,20.0,1
yes,White,yes,no,no,no,no,49.0,53.0,4.7142859,2.9358501,17.0,21.0,22.0,20.0,1
no,Hispanic,yes,no,no,no,no,56.0,44.0,7.1870227,2.0780001,24.0,16.0,19.0,19.0,1
yes,White,yes,no,no,no,yes,80.0,60.0,14.871601,3.8499999,24.0,26.0,21.0,21.0,1
no,White,no,yes,no,no,no,37.0,56.0,0.57686883,3.0964499,18.0,20.0,19.0,20.0,1
yes,White,no,no,no,no,no,74.0,53.0,1.8446391,4.0,33.0,30.0,34.0,31.0,1
no,White,no,no,no,no,no,80.0,73.0,2.2932012,3.6700001,35.0,24.0,30.0,29.0,1
no,African-American,yes,no,no,no,no,32.0,58.0,10.901005,2.0700002,18.0,15.0,19.0,18.0,0
no,White,yes,no,no,no,yes,64.0,57.0,6.272522,3.785275,24.0,27.0,27.0,25.0,1
yes,White,yes,yes,no,no,no,27.0,43.0,8.7747087,3.1064999,14.0,15.0,12.0,13.0,1
yes,Multiple/Native American,no,no,no,yes,no,43.0,43.0,7.2602339,2.1364667,,,,,0
yes,African-American,yes,yes,no,no,no,14.0,18.0,6.3228121,3.22,7.0,16.0,12.0,13.0,1
no,White,no,no,no,no,no,51.0,58.0,4.6084509,3.5749998,25.0,21.0,22.0,21.0,1
no,White,no,no,no,no,yes,,,0.0,4.0,21.0,18.0,19.0,20.0,1
yes,White,no,no,no,no,yes,55.0,51.0,0.91977072,3.645,27.0,27.0,29.0,26.0,1
yes,White,yes,no,no,yes,no,62.0,61.0,11.63801,2.3835001,17.0,19.0,12.0,17.0,1
no,White,yes,yes,no,no,no,,,2.9625359,3.5699999,11.0,13.0,15.0,13.0,1
yes,African-American,yes,no,no,yes,no,35.0,35.0,8.5503683,2.9749,12.0,16.0,15.0,14.0,0
yes,White,yes,no,no,no,yes,19.0,58.0,2.2268786,2.099,20.0,22.0,16.0,21.0,0
yes,White,yes,no,no,no,yes,80.0,67.0,2.6564329,3.7653334,30.0,21.0,33.0,31.0,1
no,White,yes,no,no,no,no,37.0,43.0,5.1637425,2.4316199,13.0,15.0,15.0,15.0,1
yes,White,yes,no,no,yes,no,80.0,59.0,16.406073,1.7026666,20.0,21.0,17.0,19.0,0
yes,White,no,no,no,no,no,27.0,35.0,24.934641,2.1833334,13.0,19.0,24.0,20.0,1
yes,White,yes,no,no,no,yes,55.0,28.0,2.1153286,3.47559,22.0,18.0,17.0,19.0,1
no,White,no,no,no,no,yes,72.0,61.0,13.047232,3.23785,31.0,25.0,32.0,28.0,1
yes,African-American,yes,no,no,no,no,46.0,47.0,7.7275319,1.4376667,16.0,16.0,15.0,14.0,1
yes,White,no,no,no,no,no,68.0,55.0,20.206507,2.1199999,24.0,19.0,23.0,22.0,1
no,White,no,no,no,no,yes,53.0,58.0,3.8561254,3.9180002,33.0,26.0,30.0,28.0,1
yes,White,yes,no,no,yes,no,46.0,52.0,27.403458,1.5603449,,,,,0
yes,White,yes,no,no,no,yes,60.0,48.0,7.7291961,2.2263999,26.0,24.0,20.0,23.0,1
yes,White,no,no,no,no,no,80.0,80.0,2.2627842,4.0,36.0,26.0,34.0,30.0,1
yes,White,no,no,no,no,no,38.0,35.0,0.80763793,1.645,19.0,19.0,22.0,20.0,1
no,White,no,no,no,no,yes,75.0,77.0,5.2239885,3.6485,26.0,23.0,24.0,23.0,1
no,White,yes,no,no,yes,no,38.0,45.0,16.990355,2.0487499,15.0,14.0,17.0,15.0,1
yes,African-American,yes,no,no,no,no,47.0,47.0,4.323276,2.908,21.0,16.0,25.0,19.0,1
no,African-American,no,no,no,yes,yes,45.0,57.0,4.10745,3.5769999,25.0,22.0,18.0,20.0,1
yes,White,yes,yes,no,yes,no,30.0,41.0,10.715278,2.375,8.0,15.0,16.0,14.0,1
no,White,no,no,no,no,no,48.0,51.0,5.0171428,3.2909,19.0,16.0,21.0,19.0,1
yes,White,no,no,no,no,no,56.0,59.0,6.5857139,3.1122999,20.0,21.0,20.0,22.0,1
yes,African-American,yes,no,no,no,no,42.0,40.0,4.0466099,2.5345001,21.0,17.0,19.0,19.0,1
no,White,yes,no,no,no,no,34.0,43.0,8.9256563,2.4145,13.0,15.0,14.0,15.0,1
yes,White,yes,no,no,no,yes,60.0,56.0,1.8045113,3.7175,21.0,18.0,23.0,20.0,1
no,White,yes,yes,no,no,no,29.0,54.0,6.2282453,3.1230001,11.0,16.0,18.0,16.0,1
yes,White,yes,no,no,no,no,48.0,51.0,4.7645392,3.74705,20.0,16.0,14.0,18.0,1
no,White,no,no,no,no,yes,79.0,56.0,3.9053674,3.6700001,31.0,25.0,24.0,28.0,1
no,White,no,no,no,no,yes,68.0,50.0,2.0468085,3.585,27.0,24.0,28.0,26.0,1
no,African-American,yes,yes,no,yes,no,0.0,,28.460573,1.6364,8.0,15.0,11.0,12.0,0
yes,African-American,no,no,no,no,no,46.0,48.0,4.5230546,3.3965001,35.0,23.0,36.0,30.0,1
yes,White,no,no,no,no,yes,78.0,78.0,12.398577,2.4662499,28.0,26.0,26.0,28.0,1
yes,White,no,no,no,no,no,48.0,37.0,2.5,3.57675,20.0,18.0,21.0,19.0,1
yes,White,no,no,no,no,no,25.0,35.0,3.4873326,3.385,20.0,19.0,23.0,20.0,1
yes,White,yes,no,no,yes,no,46.0,49.0,13.008862,2.4545,17.0,26.0,24.0,22.0,1
yes,White,yes,no,no,no,no,52.0,50.0,9.1213446,1.9690001,20.0,17.0,16.0,17.0,1
no,White,no,no,no,no,yes,24.0,33.0,18.868767,1.0700001,,,,,0
yes,White,yes,no,no,no,no,80.0,43.0,5.9968357,3.2465,20.0,21.0,20.0,19.0,1
yes,White,no,no,no,yes,yes,65.0,57.0,3.7750716,3.2969999,22.0,27.0,26.0,26.0,1
yes,White,yes,no,no,no,no,26.0,31.0,1.3574594,3.152,15.0,14.0,17.0,16.0,1
yes,White,yes,no,no,yes,no,24.0,32.0,8.7364082,0.0,,,,,0
yes,White,yes,no,no,no,no,47.0,35.0,4.1391678,1.9048001,14.0,15.0,11.0,14.0,1
no,White,no,no,no,no,yes,80.0,71.0,5.4471083,3.9275,24.0,25.0,25.0,25.0,1
yes,White,yes,no,no,no,no,18.0,30.0,5.1542854,2.5255499,19.0,17.0,22.0,21.0,1
yes,White,no,no,no,no,no,,,8.3089886,3.3036666,22.0,19.0,20.0,20.0,1
no,White,no,no,no,yes,no,18.0,26.0,18.310493,1.102,,,,,0
no,White,yes,no,no,no,no,72.0,67.0,3.6855896,3.8111501,35.0,24.0,26.0,27.0,1
no,African-American,yes,no,no,no,no,32.0,49.0,7.2679081,2.0100899,14.0,17.0,13.0,15.0,1
yes,White,yes,no,no,yes,yes,32.0,48.0,4.1683898,2.5844998,32.0,26.0,29.0,29.0,1
yes,White,no,no,no,yes,no,,12.0,0.0,3.2635,16.0,21.0,24.0,19.0,1
no,White,no,no,no,no,no,80.0,50.0,1.6431655,3.85707,35.0,30.0,33.0,35.0,1
no,White,yes,no,no,no,no,,,44.186047,1.15385,11.0,16.0,15.0,16.0,0
no,White,yes,no,no,no,yes,29.0,45.0,15.299465,2.9035001,16.0,15.0,21.0,17.0,1
yes,White,yes,no,no,no,no,0.0,,25.366119,2.428,20.0,18.0,20.0,19.0,1
yes,White,no,no,no,no,yes,26.0,39.0,9.5571432,3.19765,18.0,16.0,21.0,18.0,1
no,White,no,no,no,no,yes,70.0,77.0,6.5905743,4.0,32.0,31.0,29.0,29.0,1
no,White,no,no,no,yes,no,58.0,77.0,1.7664757,3.9289999,21.0,25.0,19.0,21.0,1
yes,White,yes,no,no,no,no,52.0,30.0,4.9245563,2.8575001,14.0,16.0,14.0,14.0,1
no,African-American,yes,no,no,no,no,55.0,48.0,13.015299,2.45294,16.0,20.0,18.0,16.0,1
no,White,yes,no,no,no,no,38.0,52.0,3.2225609,2.5253999,15.0,17.0,13.0,15.0,1
no,African-American,yes,no,no,yes,no,28.0,55.0,13.309223,3.1157999,18.0,19.0,14.0,18.0,1
yes,Multiple/Native American,yes,yes,no,yes,yes,60.0,54.0,9.0536394,3.5115499,25.0,24.0,22.0,23.0,1
yes,White,yes,no,no,no,no,16.0,26.0,8.4516125,1.964,10.0,12.0,20.0,16.0,1
yes,,yes,yes,no,yes,no,,,4.9945798,2.1176,15.0,19.0,19.0,18.0,1
no,White,no,yes,no,no,no,30.0,47.0,0.86849713,2.9429998,8.0,14.0,13.0,13.0,1
yes,White,yes,no,no,yes,no,,,3.1764705,3.6611333,21.0,24.0,23.0,22.0,1
yes,White,no,no,no,no,yes,80.0,64.0,0.37853107,3.619755,23.0,26.0,22.0,24.0,1
no,Hispanic,yes,no,yes,no,no,,,11.666667,1.89895,8.0,13.0,11.0,11.0,1
yes,White,no,no,no,no,no,,,7.6448088,2.3150001,20.0,21.0,18.0,19.0,1
no,White,no,no,no,no,yes,43.0,74.0,3.7177033,3.5580001,25.0,17.0,25.0,23.0,1
no,White,yes,no,no,yes,no,24.0,44.0,57.782398,2.9818501,20.0,17.0,21.0,18.0,1
no,White,no,no,no,no,yes,62.0,55.0,4.3728323,3.8125501,29.0,26.0,29.0,28.0,1
yes,White,no,no,no,no,no,46.0,46.0,4.9870505,3.2810001,12.0,17.0,11.0,14.0,1
no,White,no,no,no,no,yes,70.0,75.0,8.3434343,3.9855499,29.0,25.0,27.0,26.0,1
yes,White,yes,no,no,no,yes,58.0,51.0,7.7734489,2.8930001,27.0,24.0,24.0,24.0,1
yes,White,no,no,no,no,no,49.0,56.0,4.7145014,3.0585001,20.0,22.0,20.0,20.0,1
yes,White,yes,no,no,no,yes,74.0,73.0,3.2645502,3.72315,31.0,31.0,27.0,26.0,1
yes,White,yes,no,no,no,yes,49.0,59.0,1.8915834,3.964,26.0,21.0,28.0,25.0,1
yes,White,no,no,no,no,no,64.0,53.0,1.2566996,3.4454999,20.0,25.0,19.0,21.0,1
no,White,no,no,no,no,no,,,34.321838,1.143,,,,,0
yes,White,no,no,no,no,no,25.0,31.0,3.716763,1.5074999,14.0,17.0,19.0,17.0,1
no,White,yes,no,no,no,yes,80.0,75.0,7.8065434,3.75,27.0,24.0,28.0,26.0,1
yes,African-American,yes,no,no,no,no,21.0,43.0,2.7028573,2.0186,15.0,16.0,14.0,15.0,1
no,White,no,no,no,no,no,36.0,41.0,6.425714,3.0962501,19.0,19.0,22.0,19.0,1
yes,White,no,no,no,no,no,59.0,57.0,4.7571425,2.5250001,18.0,21.0,19.0,17.0,1
no,White,no,no,no,no,no,,,9.8590117,2.8825002,,,,,0
yes,Multiple/Native American,yes,yes,yes,yes,yes,36.0,66.0,6.4585156,2.7810001,21.0,24.0,25.0,22.0,1
yes,African-American,no,no,no,no,no,64.0,64.0,2.7510793,2.6670001,13.0,18.0,17.0,15.0,1
yes,White,no,yes,no,no,no,0.0,,11.836957,1.8775001,14.0,12.0,14.0,14.0,1
yes,White,yes,no,no,no,no,26.0,37.0,5.504993,2.6489,12.0,13.0,15.0,15.0,1
yes,White,yes,no,no,yes,yes,12.0,26.0,1.4471947,3.2795,19.0,17.0,19.0,19.0,1
yes,White,no,no,no,no,no,,,8.034483,1.714,11.0,16.0,15.0,14.0,1
yes,White,yes,no,no,no,yes,37.0,51.0,3.4121122,3.1356001,19.0,14.0,24.0,18.0,1
no,White,yes,no,no,no,no,32.0,37.0,9.0482273,2.5,16.0,17.0,14.0,17.0,1
no,White,yes,no,no,no,no,61.0,45.0,6.3645682,3.66875,24.0,19.0,28.0,23.0,0
no,White,no,no,no,yes,no,41.0,36.0,2.253541,3.1175849,20.0,15.0,18.0,17.0,1
yes,White,no,no,no,no,yes,80.0,67.0,6.2014284,3.90835,32.0,33.0,34.0,35.0,1
no,White,yes,no,no,no,no,38.0,54.0,17.433239,2.53,19.0,16.0,20.0,17.0,1
yes,White,yes,no,no,no,no,44.0,43.0,3.3780663,2.8162,19.0,18.0,18.0,19.0,1
yes,White,yes,no,no,no,yes,72.0,80.0,25.154076,3.1950002,30.0,29.0,34.0,31.0,1
yes,White,no,no,no,no,yes,52.0,44.0,1.9663743,3.9844999,33.0,35.0,32.0,34.0,1
yes,White,yes,no,no,yes,yes,63.0,55.0,1.1037464,3.9254999,23.0,23.0,19.0,22.0,1
yes,White,no,no,no,no,yes,80.0,80.0,8.8419247,2.7790499,20.0,27.0,18.0,21.0,1
no,White,no,no,no,no,yes,72.0,80.0,3.4198582,3.984,35.0,33.0,36.0,32.0,1
yes,White,yes,no,no,no,no,59.0,51.0,10.781341,1.9475,25.0,16.0,25.0,21.0,1
yes,White,no,yes,no,no,no,39.0,50.0,13.387234,1.1152667,,,,,0
yes,White,no,no,no,no,yes,56.0,39.0,2.7706821,3.2980001,10.0,18.0,13.0,14.0,1
yes,White,yes,no,no,yes,no,23.0,42.0,2.8691697,1.436965,14.0,16.0,14.0,15.0,1
no,African-American,yes,no,no,yes,no,1.0,32.0,4.5323563,1.15885,8.0,14.0,12.0,13.0,0
yes,White,yes,yes,no,no,no,0.0,,8.3755274,4.0,,,,,1
yes,White,no,no,no,no,yes,74.0,48.0,2.6217008,2.563,31.0,25.0,29.0,28.0,1
no,White,yes,no,no,no,yes,41.0,47.0,8.8589926,3.1249299,26.0,24.0,26.0,23.0,1
yes,White,yes,yes,no,yes,no,36.0,55.0,6.9661016,2.3004999,16.0,18.0,23.0,19.0,1
no,Hispanic,yes,no,yes,yes,no,22.0,38.0,12.564885,2.51,,,,,1
yes,White,yes,no,no,no,no,54.0,45.0,4.5405407,3.0644999,12.0,19.0,16.0,18.0,1
yes,White,no,no,no,yes,no,26.0,42.0,12.095808,1.30235,15.0,15.0,14.0,14.0,1
no,White,no,no,no,no,no,69.0,80.0,5.2428565,4.0,20.0,17.0,15.0,18.0,1
yes,White,no,no,no,no,no,80.0,63.0,2.7681367,3.4075,21.0,16.0,19.0,19.0,1
no,White,no,no,no,no,yes,43.0,51.0,6.6706228,3.1069999,17.0,16.0,21.0,17.0,1
no,White,no,no,no,no,yes,80.0,59.0,3.2517881,3.1633999,17.0,20.0,21.0,19.0,1
no,Hispanic,no,no,no,no,no,,,2.6329479,3.07692,21.0,16.0,21.0,18.0,1
no,Hispanic,yes,no,no,no,no,9.0,38.0,43.511364,0.0,,,,,0
no,White,yes,no,no,yes,no,14.0,45.0,6.1530762,2.8199999,19.0,18.0,19.0,19.0,1
no,African-American,,no,no,yes,no,,,0.0,,,,,,0
yes,White,no,no,no,no,no,62.0,55.0,2.8799999,2.9099998,21.0,22.0,21.0,21.0,1
no,White,no,no,no,no,yes,80.0,51.0,0.0,3.3525,22.0,26.0,22.0,23.0,1
yes,White,yes,no,no,no,no,49.0,54.0,9.108757,3.0914998,20.0,16.0,19.0,18.0,1
yes,African-American,,no,no,yes,no,,,0.0,,,,,,1
no,White,no,yes,no,no,no,6.0,38.0,1.5426137,2.7068748,15.0,16.0,18.0,17.0,1
yes,White,yes,no,no,no,no,,,2.9608696,,,,,,0
yes,White,yes,no,no,no,no,7.0,33.0,15.774521,0.95649999,6.0,16.0,14.0,13.0,0
yes,White,yes,no,no,yes,yes,30.0,39.0,6.2942028,4.0,23.0,27.0,25.0,25.0,1
yes,White,yes,no,no,no,no,35.0,44.0,12.289673,1.071,,,,,0
no,White,yes,no,no,yes,no,,,39.55357,0.81075001,,,,,0
yes,White,yes,no,no,no,no,33.0,32.0,9.0823355,2.2793334,8.0,15.0,12.0,12.0,1
no,White,yes,no,no,yes,no,37.0,57.0,13.94041,1.884755,16.0,15.0,21.0,14.0,0
yes,White,no,no,no,no,no,29.0,55.0,7.2819767,2.5349998,19.0,19.0,21.0,20.0,1
yes,White,yes,yes,no,no,no,,11.0,21.279411,1.709,,,,,1
yes,White,no,no,no,no,no,74.0,58.0,4.9524512,3.8677499,21.0,18.0,19.0,21.0,0
no,White,no,no,no,no,no,,,5.0311613,2.8938551,,,,,0
no,White,yes,no,no,no,no,,,8.6049376,2.0739999,,,,,0
yes,White,no,no,no,no,yes,80.0,64.0,7.1875896,3.4664998,21.0,22.0,24.0,23.0,1
no,Hispanic,yes,no,no,no,no,10.0,48.0,26.216345,,,,,,0
yes,White,yes,no,no,yes,yes,19.0,36.0,6.3423643,1.83276,17.0,17.0,18.0,18.0,1
yes,White,no,no,no,no,yes,80.0,62.0,4.7425742,4.0,35.0,26.0,28.0,29.0,1
yes,African-American,no,no,no,no,no,28.0,24.0,1.0050251,1.9974999,11.0,15.0,11.0,13.0,1
no,African-American,yes,no,no,yes,no,12.0,32.0,33.961945,0.73329997,,,,,0
yes,White,no,no,no,no,no,48.0,54.0,14.407518,2.4485002,14.0,19.0,14.0,17.0,0
no,White,yes,yes,no,yes,no,,,3.3582735,1.5942249,,,,,0
yes,Hispanic,yes,no,no,no,no,21.0,35.0,19.950071,2.3032999,19.0,16.0,18.0,18.0,0
no,White,no,no,no,no,no,19.0,33.0,1.1733524,1.811,15.0,14.0,16.0,14.0,1
no,White,no,no,no,yes,yes,59.0,61.0,1.0588236,3.5955,29.0,25.0,26.0,26.0,1
no,African-American,no,no,no,no,no,49.0,57.0,0.34285715,3.7526,21.0,19.0,21.0,20.0,1
no,African-American,yes,no,no,no,no,70.0,55.0,0.6685552,1.918,25.0,19.0,25.0,23.0,1
no,White,yes,no,no,no,no,49.0,75.0,1.6495469,3.7010002,19.0,16.0,20.0,18.0,1
yes,African-American,yes,no,no,yes,no,29.0,31.0,7.9822483,2.27865,13.0,17.0,16.0,16.0,1
no,White,no,no,no,yes,no,47.0,44.0,17.091413,2.8699999,15.0,18.0,15.0,15.0,1
no,White,yes,no,no,no,yes,66.0,48.0,19.575457,3.004245,22.0,21.0,22.0,22.0,1
yes,White,no,no,no,no,no,0.0,,33.04673,0.875,11.0,15.0,12.0,13.0,1
yes,White,yes,yes,no,no,yes,,3.0,3.1964548,2.816,,,,,1
yes,White,yes,yes,no,no,no,49.0,55.0,7.15693,2.8199999,16.0,17.0,13.0,16.0,1
no,White,yes,no,no,no,yes,52.0,70.0,1.7429838,4.0,27.0,24.0,27.0,27.0,1
no,African-American,yes,no,no,no,no,26.0,26.0,2.774648,2.4170001,12.0,14.0,14.0,15.0,1
yes,White,yes,yes,no,no,no,0.0,,6.5860596,3.2455001,,,,,0
no,White,no,no,no,no,no,31.0,34.0,6.585413,3.8545699,16.0,15.0,15.0,17.0,1
yes,African-American,no,no,no,no,no,47.0,56.0,8.5917158,1.9716667,15.0,16.0,15.0,14.0,1
yes,Hispanic,yes,no,no,no,no,,,27.186991,0.51713336,,,,,0
no,African-American,no,no,no,no,no,,38.0,2.0128572,2.3298001,15.0,17.0,19.0,18.0,1
yes,White,no,no,no,no,no,52.0,38.0,11.53,1.1110499,19.0,17.0,20.0,19.0,1
no,White,yes,yes,no,no,no,2.0,23.0,1.9665655,0.0,,,,,0
yes,White,no,no,no,yes,no,55.0,65.0,9.4964228,2.33075,27.0,22.0,30.0,25.0,1
no,White,no,no,no,no,no,39.0,43.0,4.9984665,1.905,13.0,14.0,11.0,14.0,1
yes,White,yes,no,no,no,no,61.0,63.0,1.1734694,3.6919501,24.0,28.0,21.0,24.0,1
yes,,yes,yes,yes,no,yes,31.0,38.0,1.1365639,3.63625,15.0,16.0,18.0,17.0,1
yes,White,no,no,no,yes,yes,80.0,68.0,4.571629,3.49,24.0,28.0,21.0,22.0,1
no,White,yes,yes,no,no,no,40.0,64.0,2.2389126,3.4190001,8.0,13.0,14.0,13.0,1
yes,White,yes,yes,no,no,no,29.0,51.0,10.097701,2.4142499,9.0,15.0,11.0,12.0,1
yes,White,yes,no,no,no,no,61.0,66.0,3.6116645,3.9124999,15.0,19.0,15.0,18.0,1
yes,White,yes,no,no,no,yes,51.0,68.0,8.1897287,2.8039999,21.0,19.0,25.0,19.0,1
yes,White,yes,no,no,yes,no,25.0,23.0,3.3357987,2.3975,9.0,16.0,13.0,12.0,1
no,White,yes,no,no,no,no,38.0,48.0,1.9576924,2.2163334,20.0,14.0,20.0,19.0,1
yes,White,yes,no,no,no,no,35.0,37.0,5.5688353,2.556,11.0,15.0,16.0,14.0,1
no,White,no,no,no,no,yes,56.0,80.0,3.269341,3.7295823,26.0,25.0,28.0,27.0,1
no,Asian/Pacific Islander,yes,no,no,yes,no,,,3.5977654,2.0629599,,,,,0
yes,Asian/Pacific Islander,no,no,yes,no,no,,,3.7799716,2.5645001,,,,,1
yes,African-American,yes,no,no,no,no,0.0,,10.533334,1.9786999,,,,,0
no,White,no,no,no,no,no,79.0,63.0,7.5092463,4.0,22.0,27.0,22.0,24.0,1
no,White,no,no,no,no,yes,25.0,46.0,10.033851,2.9147501,22.0,20.0,23.0,20.0,1
no,African-American,yes,no,no,no,yes,26.0,32.0,5.2830191,2.165,16.0,16.0,19.0,18.0,1
no,White,yes,no,no,yes,no,76.0,80.0,13.775801,1.409,,,,,0
yes,White,no,no,no,yes,yes,44.0,38.0,3.7228572,2.263,20.0,16.0,21.0,20.0,1
no,White,yes,no,no,no,no,,,47.703705,2.0335,,,,,0
no,White,yes,no,no,no,no,33.0,64.0,5.1669126,3.3280001,15.0,16.0,12.0,14.0,1
yes,White,yes,no,no,no,yes,74.0,63.0,10.377332,3.6666498,30.0,22.0,28.0,27.0,1
yes,White,yes,no,no,no,no,34.0,48.0,4.7485719,1.814,15.0,15.0,16.0,16.0,1
no,African-American,yes,no,no,yes,no,10.0,29.0,7.1512127,2.1429,,,,,0
yes,White,no,no,no,no,no,,,3.5722542,2.3586676,21.0,23.0,19.0,22.0,1
yes,White,yes,no,no,no,no,18.0,27.0,2.4800589,1.7874999,12.0,13.0,15.0,13.0,1
no,White,yes,no,no,no,no,25.0,49.0,4.2751088,3.1985002,23.0,17.0,19.0,19.0,1
no,White,yes,no,no,no,yes,66.0,49.0,3.1687243,3.2390699,22.0,19.0,22.0,20.0,1
yes,White,no,no,no,no,no,54.0,56.0,5.8172803,2.6600001,19.0,18.0,23.0,21.0,1
yes,White,yes,no,no,yes,no,44.0,35.0,9.1197081,1.2739999,12.0,19.0,14.0,15.0,0
yes,African-American,yes,yes,no,no,no,,9.0,5.0,1.63,8.0,16.0,12.0,13.0,1
yes,White,yes,no,no,no,no,62.0,61.0,3.1450925,3.1280499,26.0,28.0,22.0,23.0,1
yes,Asian/Pacific Islander,yes,no,yes,yes,no,,,17.215191,0.77789998,,,,,0
yes,White,no,no,no,no,no,62.0,56.0,8.8945093,2.8576851,25.0,20.0,21.0,21.0,1
no,White,no,no,no,no,yes,58.0,52.0,1.5288888,3.323,27.0,19.0,27.0,24.0,1
yes,White,yes,no,no,no,no,,35.0,8.4738369,1.714,,,,,0
yes,African-American,yes,no,yes,yes,no,,,1.6949153,2.83215,,,,,1
no,White,yes,no,no,no,no,16.0,17.0,10.034091,2.9289999,11.0,16.0,11.0,13.0,1
yes,African-American,yes,no,no,no,no,25.0,38.0,2.8323865,2.277,11.0,15.0,14.0,14.0,1
yes,White,yes,no,no,no,yes,38.0,46.0,1.9110473,3.914,27.0,34.0,29.0,32.0,1
yes,White,yes,yes,no,yes,no,2.0,13.0,6.2282772,2.5569999,10.0,15.0,13.0,12.0,1
yes,White,yes,yes,no,no,yes,55.0,52.0,19.271294,3.1125,23.0,17.0,21.0,21.0,1
no,White,yes,yes,no,no,no,80.0,80.0,4.5662303,3.1830001,13.0,17.0,13.0,14.0,1
yes,White,no,no,no,yes,no,31.0,35.0,1.8413686,1.875,17.0,16.0,14.0,16.0,1
yes,White,no,no,no,no,no,18.0,52.0,10.33669,2.918,21.0,17.0,22.0,20.0,1
no,White,yes,no,no,no,no,62.0,73.0,12.224035,2.5439999,16.0,20.0,19.0,19.0,1
yes,Multiple/Native American,yes,no,no,yes,no,26.0,31.0,4.3246751,1.5925,15.0,17.0,14.0,15.0,1
no,White,no,no,no,no,no,49.0,79.0,8.6621828,3.0905001,,,,,1
yes,White,yes,no,no,yes,no,3.0,22.0,12.43379,2.7515001,15.0,15.0,18.0,17.0,1
no,White,yes,no,no,yes,yes,77.0,80.0,7.7255192,3.9914999,27.0,22.0,25.0,23.0,1
yes,African-American,yes,no,no,yes,no,,,17.245613,1.230425,,,,,0
yes,White,no,yes,no,no,no,14.0,39.0,0.97546899,2.3010001,11.0,15.0,17.0,14.0,1
yes,African-American,yes,no,yes,yes,no,,,63.295456,0.17389999,,,,,0
yes,White,yes,yes,no,no,no,80.0,80.0,6.8099294,3.3285,,,,,1
yes,White,yes,no,no,no,no,41.0,60.0,8.0919704,2.2049999,18.0,19.0,15.0,18.0,1
yes,White,yes,no,no,no,no,77.0,51.0,4.318182,1.8877499,17.0,23.0,22.0,21.0,1
yes,White,no,no,no,yes,no,,,11.76,0.59499997,,,,,0
yes,African-American,yes,no,no,no,yes,70.0,54.0,2.1153286,3.802,32.0,29.0,33.0,31.0,1
yes,White,yes,no,no,no,no,30.0,35.0,1.0085469,2.8262949,15.0,15.0,16.0,16.0,1
yes,White,yes,no,no,no,no,46.0,47.0,2.3121388,3.0679998,16.0,17.0,14.0,15.0,1
no,White,no,yes,no,yes,no,21.0,30.0,12.230769,2.0,17.0,17.0,18.0,19.0,1
no,White,yes,no,no,no,yes,0.0,,8.8119259,2.796,26.0,20.0,23.0,22.0,1
no,White,yes,no,no,no,yes,38.0,62.0,4.6752505,3.7808499,21.0,21.0,19.0,21.0,1
no,White,yes,no,no,no,no,76.0,57.0,13.564775,3.7839999,29.0,24.0,30.0,28.0,1
no,White,yes,no,no,no,no,66.0,69.0,2.7099998,3.8994498,21.0,19.0,15.0,20.0,1
no,White,no,no,no,no,no,54.0,52.0,12.840228,2.0475001,16.0,18.0,20.0,19.0,0
yes,White,yes,no,no,no,no,47.0,45.0,6.9106884,2.4124999,17.0,16.0,21.0,18.0,1
yes,White,no,no,no,yes,no,72.0,58.0,4.2097702,3.9359999,24.0,27.0,23.0,27.0,1
no,African-American,yes,no,no,yes,yes,52.0,51.0,9.6326532,2.795275,20.0,18.0,19.0,19.0,1
